district;city;name;jan2021;feb2021;mar2021;apr2021;may2021;jun2021;jul2021;aug2021;sep2021;oct2021;nov2021;dec2021;jan2022;feb2022;mar2022;apr2022;may2022;jun2022;jul2022;aug2022;sep2022;oct2022;nov2022;dec2022;jan2023;feb2023;mar2023;apr2023;may2023;jun2023;jul2023;aug2023;sep2023;oct2023;nov2023;dec2023;jan2024;feb2024;mar2024;apr2024;may2024;jun2024;jul2024;aug2024;sep2024
Тверская область;Тверь;Тверь;87.79;96.13;91.41;97.58;97.58;92.92;95.34;103.2;96.32;95.4;95.52;99.56;104.39;104.93;118.68;141.86;142.61;139.66;138.01;139.84;140.52;135.44;134.84;140.52;141.83;142.52;144.39;142.73;143.81;140.64;133.92;139.27;139.99;145.99;151.25;144.02;128.97;134.59;130.32;130.32;130.73;130.71;133.31;127,73;134,86
Тверская область;Бежецк;Бежецк;109.19;104.76;96.41;105.32;100.45;92.56;86.59;93.05;93.05;84.44;88.66;100.72;95.42;103.23;109.99;116.67;122.79;120.32;122.36;128.41;128.8;121.85;130.79;131.16;160.34;164.99;164.99;165.06;161.82;160.5;160.5;156.27;170.87;166.37;161.38;161.38;176.42;155.01;151.95;169.85;172.23;157.1;157.69;;
Тверская область;Кимры;Кимры;74.52;75.42;75.42;75.09;75.09;77.13;76.62;70.97;76.62;75.84;72.78;75.63;77.42;78.11;97.46;117.85;129.0;140.46;142.82;142.82;142.82;146.33;139.65;146.33;146.33;144.99;142.85;142.85;142.85;142.85;145.16;145.16;147.33;152.88;152.88;157.79;144.33;144.33;145.2;146.48;144.57;132.34;132.34;131,38;131,38
Тверская область;Ржев;Ржев;93.11;93.6;84.92;82.47;86.6;86.6;89.46;102.11;102.37;103.91;104.13;104.13;96.39;109.6;108.53;117.55;118.22;120.05;125.4;129.97;131.96;133.04;128.19;133.79;134.45;134.58;132.03;132.56;132.56;132.56;130.91;125.2;134.46;134.71;130.62;130.19;137.31;137.31;137.85;138.58;141.72;137.89;137.13;132,21;132,72
Тульская область;Другое;Тульская область;101.02;105.43;101.17;101.97;101.33;102.94;103.52;108.38;111.95;111.54;115.87;114.85;116.37;116.74;132.53;165.47;151.9;153.85;146.19;158.65;147.92;150.36;148.26;147.06;153.53;144.18;149.4;148.01;152.25;148.11;146.04;149.28;150.71;151.88;152.49;151.77;154.54;148.9;152.95;152.82;158.42;154.13;147.19;151,31;155,63
Тульская область;Тула;Тула;97.15;99.26;92.7;94.83;94.83;94.36;95.18;103.44;106.39;106.03;112.13;111.06;112.82;112.82;132.26;172.02;150.03;156.95;146.48;164.36;149.14;156.35;152.17;150.6;151.94;137.96;145.69;143.71;149.76;143.85;140.57;145.18;146.14;148.64;147.86;145.21;150.14;142.34;147.0;147.94;155.3;148.79;144.55;149,85;156,2
Тульская область;Новомосковск;Новомосковск;105.83;120.04;120.04;118.4;117.13;128.71;128.71;125.93;132.64;131.41;129.3;128.04;128.04;129.89;137.55;162.9;170.41;157.66;156.35;155.71;155.71;160.37;164.57;164.57;169.14;169.14;169.14;169.14;169.14;169.14;170.32;170.32;169.21;169.21;174.12;174.12;171.74;171.74;173.82;171.26;175.47;176.8;156.94;158,13;159,59
Тульская область;Алексин;Алексин;118.66;119.61;122.95;119.34;115.39;111.69;111.69;107.89;109.56;110.47;115.23;115.1;117.9;117.9;124.38;124.38;127.89;124.27;123.7;124.27;123.61;87.89;87.89;86.83;133.34;137.87;135.84;135.84;135.84;135.84;135.84;135.84;145.71;139.93;141.64;153.1;151.01;149.29;152.97;150.13;146.18;146.18;146.18;147,87;143,68
Ярославская область;Другое;Ярославская область;86.75;83.9;88.4;81.46;85.06;88.2;86.48;89.05;89.5;89.12;84.93;83.79;84.43;88.07;115.79;134.41;139.35;142.46;142.02;135.09;136.43;141.86;139.43;139.43;139.9;140.61;141.63;145.71;144.21;139.85;140.33;138.87;145.0;149.42;148.53;144.87;145.44;152.17;145.97;147.51;146.1;145.27;153.33;155,2;162,07
Ярославская область;Ярославль;Ярославль;92.01;93.13;94.27;84.77;84.37;89.2;92.38;92.7;94.29;93.97;94.53;93.9;96.85;99.57;114.49;144.56;145.69;151.12;153.17;142.5;145.93;151.13;146.8;146.8;146.99;146.99;148.56;154.34;153.94;148.26;151.4;149.16;152.28;159.16;160.16;154.52;155.02;163.42;153.88;155.56;154.37;151.59;164.0;167,19;177,76
Ярославская область;Рыбинск;Рыбинск;76.98;66.77;77.5;75.32;86.33;86.33;75.52;82.27;80.59;80.11;67.11;65;61.36;66.7;118.2;115.55;127.58;126.39;121.32;121.32;118.79;124.65;125.75;125.75;126.74;128.75;128.75;129.69;126.15;124.22;119.77;119.77;131.49;131.33;126.94;126.94;127.66;131.27;131.27;132.55;130.73;133.52;133.52;132,94;132,94
Москва;Москва;Город Москва столица Российской Федерации город федерального значения;98.44;98.51;100.8;100.93;104.33;105.52;103.56;104.14;103.6;104.37;106.01;107.21;111.27;113.19;132.61;149.94;150.19;149.45;149.72;149.14;151.63;152.45;152.02;151.12;151.36;151.49;151.56;152.61;154.08;152.79;153.41;152.54;155.66;159.37;160.22;160.7;160.86;162.27;162.77;163.38;164.74;166.82;166.35;166,54;167,7
;Северо-Западный федеральный округ;Северо-Западный федеральный округ;104.05;104.69;103.83;105.18;105.38;107.27;107.95;106.3;108.91;106.36;107.66;110.48;110.01;113.63;135.19;147.78;148.49;150.95;151.37;149.46;152.98;153.42;154.8;155.55;154.54;156.15;156.15;156.52;152.62;153.42;154.71;156.91;157.22;161.02;161.34;160.81;141.86;141.94;140.49;140.1;140.27;140.02;142.07;143,4;143,34
Республика Карелия;Другое;Республика Карелия;109.75;109.44;109.66;109.76;110.5;112.23;112.36;112.46;111.4;113.61;115.24;111.89;116.62;116.53;136.0;142.41;153.28;164.89;164.98;159.87;159.87;168.95;172.42;173.21;166.46;167.76;169.53;167.14;161.26;167.43;168.0;173.13;170.9;173.03;172.1;172.27;171.62;171.91;170.65;172.21;161.66;165.64;168.35;165,09;168,98
Республика Карелия;Петрозаводск;Петрозаводск;105.42;104.96;105.04;105.19;105.19;107.96;107.96;107.96;106.36;108.69;109.81;103.02;109.65;105.97;121.88;127.16;129.72;146.93;146.93;145.65;145.65;154.4;154.16;155.03;159.9;162.17;163.93;160.32;153.4;162.2;164.22;163.63;164.76;164.76;164.76;164.76;164.76;165.45;165.45;165.45;158.12;164.16;160.55;159,52;165,23
Республика Карелия;Сегежа;Сегежа;123.98;123.98;123.98;123.98;126.8;126.41;126.89;127.29;127.29;129.25;132.22;136.57;136.57;145.49;177.79;185.41;220.7;218.45;217.61;203.33;203.33;214.05;226.52;226.52;189.27;189.27;191.58;191.58;186.9;186.9;186.9;204.96;192.22;200.3;196.79;196.79;152.48;152.48;152.48;147.75;141.41;125.48;153.39;185,73;185,73
Республика Карелия;Костомукша;Костомукша;98.02;98.02;100.17;100.17;100.17;100.17;100.17;100.17;100.17;102.2;103.6;103.6;108.05;108.05;113.9;126.1;124.55;135.38;139.61;132.89;132.81;139.13;143.71;146.51;144.3;141.65;141.65;141.65;140.62;145.34;135.17;145.34;150.32;150.32;150.32;152.48;196.79;196.04;190.87;198.77;177.92;182.37;194.82;148,94;148,94
Республика Коми;Другое;Республика Коми;99.15;101.49;102.27;102.06;106.34;106.28;106.44;98.29;91.27;89.09;86.01;92.55;89.8;97.27;110.95;134.03;144.47;151.7;147.6;142.5;145.02;149.55;157.62;157.62;153.26;153.58;153.51;153.91;148.85;149.19;151.21;150.24;152.7;160.81;150.61;157.94;118.62;112.0;107.83;114.72;111.09;111.38;107.0;116,54;113,13
Республика Коми;Сыктывкар;Сыктывкар;104.88;110.08;107.36;105.78;112.64;112.51;113.15;98.92;85.56;80.16;78.06;93.82;90.42;92.86;116.58;139.44;142.43;153.57;134.9;123.17;130.08;138.68;158.32;158.32;149.5;154.67;154.64;154.01;145.68;151.14;153.44;147.25;148.66;165.71;145.65;162.59;133.67;120.12;116.09;129.73;125.47;127.96;118.73;131,21;124,35
Республика Коми;Воркута;Воркута;109.49;107.84;116.95;119.72;121.67;121.67;121.67;122.89;124.88;125.91;109.37;102.62;102.62;124.78;132.42;163.16;194.85;191.98;218.26;216.18;210.57;214.72;206.32;206.32;205.35;200.46;203.46;200.93;196.42;185.09;189.33;199.38;200.51;196.92;195.54;190.51;111.04;109.36;106.85;108.71;102.74;102.03;104.79;112,18;112,97
Республика Коми;Ухта;Ухта;82.41;82.78;83.53;83.53;85.15;85.15;84.63;80.05;77.26;78.19;82.88;83.4;79.8;85.34;86.58;104.67;112.61;120.41;119.29;123.1;124.0;122.03;122.38;122.38;123.08;118.99;116.7;120.84;120.84;120.84;120.84;120.84;125.97;127.42;127.42;127.42;96.86;99.17;93.51;91.87;91.13;88.15;87.27;93,07;92,82
Архангельская область и Ненецкий автономный округ;Другое;Архангельская область и Ненецкий автономный округ;118.28;118.52;123.51;121.66;121.23;122.37;123.61;123.92;126.85;129.46;131.84;133.42;136.55;137.32;159.08;179.71;187.82;177.44;177.67;176.2;176.17;170.64;183.34;181.75;175.39;177.03;174.61;174.44;173.27;175.69;174.28;175.89;172.76;171.94;173.21;175.24;175.67;184.97;183.77;182.46;184.76;184.73;186.84;184,21;184,67
Архангельская область и Ненецкий автономный округ;Нарьян-Мар;Нарьян-Мар;115.28;115.28;111.06;106.32;106.32;106.32;106.32;107.83;107.83;107.83;107.17;110.35;114.1;122.33;128.74;137.1;144.6;144.6;141.87;151.5;150.77;150.35;171.34;162.58;166.52;172.23;166.67;162.5;162.5;165.98;159.53;149.67;144.54;149.28;167.33;174.84;166.13;164.73;164.73;163.27;164.2;163.03;172.47;166,83;170,41
Архангельская область и Ненецкий автономный округ;Архангельск;Архангельск;114.13;112.73;117.33;117;118.65;120.73;120.73;119.07;120.73;125.44;131.07;133.86;136.43;136.43;157.06;172.14;186.67;173.72;177.16;171.77;171.77;165.09;173.52;173.52;167.02;167.35;165.48;167.82;167.82;168.26;171.81;174.04;170.39;165.22;167.23;168.19;170.52;184.35;181.83;182.66;192.49;196.91;194.01;196,06;194,11
Архангельская область и Ненецкий автономный округ;Котлас;Котлас;77.95;84.97;89.43;90.65;89.91;90.56;91.3;90.33;94.62;96.89;102.31;94.89;101.67;101.61;114.52;131.74;141.6;129.83;131.32;130.94;130.14;132.32;168.35;170.06;170.69;178.97;178.97;172.56;172.54;187.86;182.97;180.47;184.87;185.1;185.1;187.29;191.06;193.0;193.97;188.17;186.03;174.16;193.31;187,99;182,35
Архангельская область и Ненецкий автономный округ;Северодвинск;Северодвинск;152.91;152.91;161.94;155.9;150.53;150.53;155.13;160.69;166.49;165.59;160.71;164.52;165.5;166.76;201.74;235.32;230.47;222.21;215.94;219.18;219.18;208.62;214.28;207.34;194.64;194.63;190.16;189.19;183.28;182.03;173.4;179.38;173.94;179.65;176.38;179.16;176.69;185.42;185.1;181.9;181.7;182.27;184.77;174,87;184,54
Архангельская область и Ненецкий автономный округ;Няндома;Няндома;97.68;97.68;101.8;101.8;106.24;106.24;106.24;100.76;102.92;107.03;108.7;108.7;108.7;108.22;113.66;154.08;156.48;155.26;155.26;154.22;157.28;164.35;183.47;194.66;190.6;190.6;190.6;190.6;198.57;203.58;203.58;200.73;195.54;197.93;197.93;200.2;194.98;194.63;194.63;194.63;135.64;119.8;109.85;108,17;97,97
Вологодская область;Другое;Вологодская область;86.53;87.37;94.03;86.1;86.9;91.96;84.06;89.79;93.7;94.34;97.71;98.01;100.92;100.96;126.23;139.21;145.71;147.59;145.55;148.95;150.05;153.18;153.72;154.29;154.54;155.13;150.72;152.03;151.6;150.87;154.41;154.79;156.33;154.41;155.42;149.93;137.94;137.4;129.0;129.86;128.22;128.45;127.65;130,58;125,4
Вологодская область;Вологда;Вологда;89.93;100.1;100.95;90.99;89.87;99.52;90.54;91.68;99.03;98.66;102.59;99.92;108.99;105.14;142.18;142.07;151.35;152.94;150.49;156.39;157.2;158.32;153.12;152.49;148.14;153.66;144.78;152.01;155.76;156.67;146.46;149.67;148.01;142.28;149.17;141.35;143.46;138.58;128.71;127.42;126.8;129.91;125.5;129,78;129,66
Вологодская область;Великий Устюг;Великий Устюг;78.49;74.96;79.42;79.42;77.57;78.4;71.93;78.86;80.78;87.86;88.81;88.81;90.0;90.82;108.3;108.3;126.55;128.52;127.94;122.12;120.57;127.94;134.54;137.05;147.25;147.79;148.81;141.55;137.45;130.53;144.57;144.57;149.16;149.46;141.78;130.19;125.32;125.32;125.32;125.71;122.07;121.4;123.33;121,4;110,72
Вологодская область;Череповец;Череповец;87.65;80.91;95.28;84.76;89.29;91.85;84.28;94.32;95.66;93.52;97.73;101.47;98.66;102.51;119.57;154.76;151.11;153.24;150.77;156.99;160.02;162.8;165.97;166.67;165.97;161.17;158.38;158.38;155.59;156.8;169.09;166.57;169.78;170.7;170.52;171.27;136.2;139.96;130.45;133.69;131.62;129.15;131.23;134,29;125,61
Калининградская область;Другое;Калининградская область;97.16;91.9;90.8;91.3;96.66;100.67;101.19;103.64;105.19;109.85;112.64;114.31;110.26;115.76;131.49;132.12;133.18;132.1;128.02;135.53;141.36;140.86;148.98;151.8;149.92;154.59;154.25;156.15;154.48;160.18;161.58;162.82;162.49;164.34;163.29;170.16;128.65;130.69;131.2;129.99;132.32;131.28;134.47;138,1;136,76
Калининградская область;Калининград;Калининград;99.48;91.7;88.46;93.79;95.86;104.37;103.97;104.55;108;115.1;118.47;120.55;113.81;121.86;139.16;137.85;139.7;137.84;130.97;143.01;149.53;149.53;157.05;159.61;158.49;165.72;165.18;165.18;165.18;170.61;173.36;173.68;173.01;173.01;168.13;179.15;115.38;115.68;114.52;113.15;116.75;116.75;120.09;125,71;125,71
Калининградская область;Зеленоградск;Зеленоградск;71.1;75.12;73.38;75.01;77.55;77.55;79.06;85.77;86.77;86.77;88.13;88.13;88.13;88.13;100.64;102.22;102.43;103.2;103.2;97.71;108.02;96.21;112.26;116.07;116.07;116.07;114.33;122.07;118.61;133.27;130.84;130.57;142.29;134.72;148.36;144.83;141.07;143.39;151.59;151.59;151.59;151.59;151.59;151,59;141,07
Калининградская область;Черняховск;Черняховск;96.74;102.83;102.83;102.83;99.38;99.38;100.66;99.72;100.25;101.17;101.17;102.08;102.08;103.55;121.96;131.52;124.2;124.2;124.2;124.2;124.2;124.2;129.69;129.69;129.69;129.69;127.43;132.33;130.99;135.53;135.53;135.53;135.53;141.31;141.31;143.97;153.31;153.31;153.31;150.3;150.3;150.3;150.3;150,3;154,31
Калининградская область;Советск;Советск;124.66;108.26;121.55;87.71;130.49;114.84;119.15;131.36;121.95;121.95;126.29;128.84;131.81;133.6;140.72;142.74;149.5;149.5;153.1;159.64;160.11;174.26;176.51;182.78;170.93;170.93;176.73;178.62;167.74;161.4;161.4;173.27;154.4;180.76;180.76;180.76;172.4;188.84;188.84;188.84;188.84;177.34;188.84;188,84;187,13
Ленинградская область;Другое;Ленинградская область;82.95;84.02;83.65;84.67;83.37;85.22;86.25;86.96;90.65;90.64;91.53;91.47;89.74;90.16;108.47;124.72;124.81;125.53;126.96;128.77;133.6;131.35;131.27;130.85;136.7;133.72;135.24;134.4;132.48;131.43;134.53;137.82;137.73;142.04;144.17;145.68;112.08;109.31;107.65;106.52;107.09;106.16;104.26;101,3;102,46
Ленинградская область;Волхов;Волхов;98.55;99.17;100.12;100.06;90.62;102.26;102.26;110.41;97.16;112.09;115.63;111.86;115.36;103.56;146.67;171.53;166.12;154.49;162.57;154.49;156.63;161.65;161.65;164.08;169.99;169.81;169.81;172.28;156.12;153.01;158.38;163.11;151.47;170.03;172.1;172.1;114.96;112.38;99.22;106.39;94.05;101.99;101.57;109,09;104,55
Ленинградская область;Выборг;Выборг;95.52;96.42;96.42;91.77;95.87;95.87;92.96;94.25;96.2;97.05;98.84;98.84;98.84;102.11;113.57;119.2;119.2;129.93;129.93;135.3;143.95;143.95;144.17;144.17;144.59;151.46;155.29;153.41;150.63;149.09;145.98;152.22;152.22;155.46;162.32;163.27;131.71;131.71;133.17;135.53;135.53;133.22;114.98;121,49;127,25
Ленинградская область;Гатчина;Гатчина;61.59;61.59;59.2;63.35;63.23;64.31;64.75;64.75;70.62;65.94;65.94;66.3;66.3;67.52;73.41;87.43;91.7;95.21;94.48;99.67;113.04;115.61;111.21;111.21;113.18;113.18;112.13;111.18;113.55;115.86;112.24;117.36;118.64;120.59;120.62;123.42;98.1;92.83;87.86;87.86;93.83;87.07;90.9;79,57;79,57
Ленинградская область;Кингисепп;Кингисепп;77.61;84.63;84.87;75.25;67.83;66.6;73.84;79.54;79.54;75.2;80.46;90.28;90.28;84.66;99.41;121.38;119.8;123.41;126.47;126.47;127.3;126.82;126.3;126.3;142.37;135.39;142.37;142.37;135.44;135.44;136.54;136.54;136.83;141.36;141.87;142.37;112.41;114.21;113.04;106.58;106.86;113.92;113.12;108,94;107,34
Ленинградская область;Кириши;Кириши;91.48;91.49;96.69;100.55;99.19;100.87;108.85;101.29;121.58;121.58;119.17;119.17;101.66;100.52;113.97;154.45;153.32;152.06;155.86;150.87;157.2;146.65;146.65;145.16;146.96;128.27;131.95;133.31;133.31;123.53;134.48;135.42;138.95;138.95;140.27;140.27;119.04;109.39;118.77;115.8;112.22;116.72;114.0;114,21;109,22
Ленинградская область;Тихвин;Тихвин;91.32;91.32;91.32;96.13;96.13;96.92;98.48;98.48;100.63;100.63;100.63;100.63;100.63;102.02;112.2;127.24;138.45;133.95;133.95;133.95;133.95;131.0;132.82;131.0;150.31;142.06;142.06;142.06;142.06;142.06;142.06;145.45;145.45;146.88;146.88;146.88;100.51;101.83;105.2;105.2;105.18;109.51;109.51;105,9;105,9
Ленинградская область;Тосно;Тосно;84.67;85.73;82.74;87.06;86.09;88.03;85.49;85.35;89.77;89.77;89.77;84.89;83.98;91.89;134.32;140.19;129.9;127.05;127.78;134.01;128.18;116.59;121.76;120.06;123.25;121.29;121.72;117.25;118.55;118.55;135.9;135.9;137.79;143.41;147.3;151.23;124.03;122.17;118.19;110.42;110.92;104.97;105.52;103,86;113,49
Мурманская область;Другое;Мурманская область;104.54;105.74;107.32;108.42;108.42;110.04;110.57;112.83;113.26;114.31;114.93;115.05;119.6;120.97;139.93;163.07;164.52;163.65;157.25;158.26;152.01;153.21;156.07;157.04;157.46;157.46;157.3;159.52;158.75;159.93;159.09;159.54;158.29;156.84;160.61;161.96;146.24;144.63;144.38;148.39;147.78;148.9;148.09;146,47;148,45
Мурманская область;Мурманск;Мурманск;121.31;121.31;121.31;122.53;122.53;124.17;125.27;128.45;128.45;128.45;128.45;126.61;127.73;127.73;141.03;176.57;182.24;177.72;170.0;169.37;169.37;170.5;173.51;173.51;175.68;175.68;174.38;179.29;177.63;178.8;177.63;177.63;174.55;172.19;180.03;182.45;153.26;153.26;155.44;156.59;156.98;157.65;157.65;155,58;154,85
Мурманская область;Апатиты;Апатиты;75.95;79.57;83.43;84.91;84.91;83.86;83.57;84.39;85.9;87.57;87.57;90.32;103.76;107.94;140.61;152.25;145.82;145.82;143.35;147.45;145.82;147.84;151.28;154.04;151.37;151.37;153.34;151.53;151.53;152.26;152.26;153.86;153.86;152.61;150.52;150.52;148.46;142.64;136.16;144.37;141.56;143.41;140.65;140,59;148,75
Мурманская область;Североморск;Североморск;96.9;98.02;101.04;101.04;101.04;107.24;107.24;108.86;108.86;112.45;116.27;118.51;119.32;120.49;134.97;135.69;136.4;146.5;137.8;139.04;103.36;103.36;104.7;105.87;105.87;105.87;105.87;105.87;106.82;108.83;107.63;107.63;110.46;111.8;111.8;111.8;112.62;113.39;116.46;123.22;123.22;124.64;124.64;121,53;121,53
Новгородская область;Другое;Новгородская область;83.68;86.7;85.97;88.82;88.67;91.87;91.5;90.61;89.96;90.3;93.7;92.31;93.9;94.39;107.25;123.96;131.03;134.9;135.4;138.44;137.62;139.12;141.86;144.24;144.12;142.41;141.9;137.07;136.27;138.76;147.11;150.88;149.12;152.99;153.1;152.75;154.57;160.21;154.39;161.16;160.87;161.14;155.46;159,89;155,21
Новгородская область;Великий Новгород;Великий Новгород;95.95;100.22;99.4;102.54;103.03;108.2;107.32;104.54;105.11;105.28;111.76;109.33;112.34;111.87;125.2;143.51;153.89;155.23;155.23;154.82;154.82;156.47;158.1;162.32;161.95;160.06;160.12;151.73;149.53;154.31;170.67;177.54;171.78;179.19;179.43;177.28;179.84;187.91;180.56;191.1;188.41;188.4;178.46;186,86;178,27
Новгородская область;Валдай;Валдай;103.67;103.47;103.84;104.99;104.77;104.86;104.49;104.53;101.82;101.76;102.11;101.62;100.47;104.88;114.47;134.29;145.49;152.4;148.55;152.78;152.67;152.67;152.1;152.24;153.6;153.6;153.94;153.94;154.97;153.78;154.45;159.59;162.41;160.45;162.41;168.28;164.09;165.55;161.41;161.41;166.46;165.8;162.45;160,64;160,21
Новгородская область;Боровичи;Боровичи;62.45;66;63.02;68.59;65.89;68.1;68.96;71.01;67.23;68.79;67.54;67.56;68.17;68.92;75.2;93.01;89.04;90.26;96.69;109.85;103.26;103.54;109.58;109.58;108.93;106.08;106.08;104.28;105.92;106.16;101.86;97.46;97.96;97.96;95.92;96.0;96.19;98.54;93.07;98.23;99.45;99.45;100.1;100,1;100,1
Новгородская область;Старая Русса;Старая Русса;43.44;44.33;45.37;45.79;46.13;46.13;46.29;48.26;48.42;48.42;48.51;48.51;48.59;48.59;69.85;76.71;79.76;92.84;92.85;96.4;98.14;101.81;108.07;108.43;108.43;106.97;103.11;103.41;103.41;103.41;103.41;103.41;109.48;110.07;110.28;110.28;112.88;116.8;114.89;115.45;117.61;120.13;121.64;121,64;122,76
Псковская область;Другое;Псковская область;80.71;83.09;79.01;76.43;79.31;74.81;74.19;75.27;82.34;79.66;80.78;82.94;85.47;83.18;97.28;113.19;114.79;126.13;124.87;125.54;125.24;126.17;127.96;125.63;122.9;128.23;130.19;128.89;129.83;127.2;127.29;127.38;128.81;133.02;133.28;127.2;127.03;132.82;128.09;122.63;125.79;124.74;130.9;128,04;127,98
Псковская область;Псков;Псков;73.66;76.09;68.6;65.84;68.16;64.95;70.1;66.8;70.1;70.25;70.49;69.94;75.97;76.49;86.08;94.29;102.01;128.51;121.43;120.84;121.43;121.43;121.54;118.43;115.98;115.98;122.9;122.9;127.36;122.02;122.21;118.87;118.37;122.79;121.58;123.04;122.24;123.87;116.64;114.87;118.32;123.1;134.43;132,47;137,94
Псковская область;Остров;Остров;107.5;109.39;105.93;97.23;103.46;95.49;92.87;102.16;109.05;103.76;103.85;103.85;105.17;105.17;114.98;141.37;133.67;133.16;142.63;146.03;145.45;145.45;149.57;150.98;145.18;158.15;153.98;152.91;148.9;148.28;148.28;148.28;148.28;148.28;153.58;143.67;147.8;166.07;159.39;167.28;167.28;150.09;155.04;153,08;147,18
Псковская область;Великие Луки;Великие Луки;65.01;67.81;69.03;73.16;73.49;70.4;61.79;61.92;75.77;70.86;74.59;83.76;81.45;71.87;98.32;116.68;117.35;114.64;112.31;112.31;110.77;114.29;116.57;111.68;111.68;118.3;118.02;114.21;114.21;114.21;114.21;120.36;126.67;134.9;132.46;117.25;113.65;113.65;115.33;89.47;95.43;101.08;99.5;94,15;90,53
Санкт-Петербург;Санкт-Петербург;Город Санкт-Петербург город федерального значения;122.23;122.94;119.02;123.72;122.85;124.83;127.44;121.67;125.5;117.46;118.46;124.75;122.18;129.54;156.82;164.59;160.22;164.82;168.21;160.66;167.42;168.52;165.94;167.56;163.59;167.34;167.53;168.8;161.67;162.24;162.36;165.09;166.26;172.03;172.52;169.43;154.8;154.69;154.72;152.99;153.57;153.19;158.75;161,98;162,41
;Южный федеральный округ;Южный федеральный округ;81.13;80.84;81.06;80.1;80.65;81.04;80.98;81.7;82.6;84.4;83.11;83.66;85.6;86.68;105.67;120.04;128.15;130.44;129.58;129.19;129.8;131.37;132.11;133.47;135.68;134.92;134.22;132.75;131.9;129.89;129.69;131.25;130.65;132.51;132.47;132.28;127.01;126.67;126.19;125.78;125.03;124.75;124.59;124,52;122,96
Республика Адыгея;Другое;Республика Адыгея (Адыгея);59.73;61.28;61.49;61.49;60.91;60.91;64.49;62.67;61.67;62.59;61.88;62.03;62.34;63.33;66.92;68.03;72.52;75.97;75.97;81.62;85.91;87.57;91.95;95.11;95.86;99.62;104.5;104.5;104.5;103.43;109.05;109.05;109.05;110.96;111.91;115.44;115.44;115.44;112.75;114.61;114.61;114.61;114.61;114,61;114,61
Республика Адыгея;Майкоп;Майкоп;59.73;61.28;61.49;61.49;60.91;60.91;64.49;62.67;61.67;62.59;61.88;62.03;62.34;63.33;66.92;68.03;72.52;75.97;75.97;81.62;85.91;87.57;91.95;95.11;95.86;99.62;104.5;104.5;104.5;103.43;109.05;109.05;109.05;110.96;111.91;115.44;115.44;115.44;112.75;114.61;114.61;114.61;114.61;114,61;114,61
Республика Калмыкия;Другое;Республика Калмыкия;83.66;86.49;86.71;87.14;86.15;87.45;88.7;90.36;88.95;92.98;94.17;97.37;88.02;85.96;96.9;120.66;137.81;136.2;137.47;134.32;134.57;134.71;137.81;138.78;138.79;137.88;138.05;137.86;136.46;136.33;137.52;133.3;128.27;135.69;132.85;133.02;134.49;131.5;129.94;128.26;131.61;135.16;133.54;130,95;127,75
Республика Калмыкия;Элиста;Элиста;81.09;84.26;84.51;84.79;83.64;85.09;86.52;88.21;86.48;91;92.16;95.77;84.73;82.2;92.96;118.53;136.52;134.35;134.92;131.2;131.2;131.2;134.53;135.63;135.63;134.49;134.75;134.75;133.12;133.12;134.43;129.65;123.86;132.25;128.98;129.15;132.52;129.24;127.47;125.6;129.37;133.38;132.03;128,97;125,33
Республика Калмыкия;Городовиковск;Городовиковск;114.45;114.87;114.87;117.92;118.06;118.06;118.06;120.98;122.49;122.49;123.9;123.9;129.71;131.83;150.49;166.44;179.98;179.98;190.23;190.23;190.23;187.43;185.67;185.67;188.17;189.81;189.81;189.81;192.65;191.26;191.26;191.26;191.26;191.26;191.26;191.26;164.89;164.12;164.12;158.13;158.86;158.86;153.55;155,55;155,55
Республика Калмыкия;Лагань;Лагань;91.81;92.2;92.2;92.42;92.57;92.86;92.86;93.02;93.47;94.39;95.72;96.17;96.53;97.22;103.97;110.15;119.2;123.75;126.76;128.54;132.21;136.7;140.98;140.98;140.33;140.33;139.48;136.5;134.77;133.96;134.49;134.32;135.22;135.8;136.43;136.66;136.99;136.09;136.09;139.94;139.94;140.18;137.95;137,95;137,95
;Республика Крым;Республика Крым;96.91;99.34;98.45;90.03;92.87;91.85;89.52;90.67;89.38;89.83;89.6;90.34;92.82;94.27;152.55;160.9;160.76;160.95;161.32;165.4;175.63;174.87;177.03;176.89;175.66;176.13;175.82;172.63;174.28;168.58;166.55;166.72;167.07;161.83;162.74;162.74;152.29;154.66;150.96;150.66;150.18;148.94;145.17;145,28;131,92
;Симферополь;Симферополь;85.92;85.92;85.92;76.9;77.86;77.86;72.58;72.58;71.5;73.11;73.11;75.27;76.97;79.56;134.39;137.08;133.89;128.46;128.46;136.49;157.54;157.54;162.3;161.29;161.29;165.45;165.45;165.45;165.45;158.82;150.41;150.77;150.77;140.25;141.72;141.72;141.72;146.99;146.99;146.99;145.46;142.77;142.77;142,77;144,94
;Евпатория;Евпатория;111.5;120.98;116.18;97.69;103.16;99.18;98.61;103.54;99.36;100.11;100.11;100.11;104.34;105.52;163.89;177.26;177.26;190.28;197.35;196.36;193.79;193.79;194.58;197.91;185.22;181.35;180.28;171.7;172.73;169.83;169.83;169.83;169.83;169.83;169.83;169.83;170.82;170.82;172.1;172.1;172.1;172.4;161.82;161,53;122,93
